,L1_Unhatched_2,L1_Unhatched_3,L1_Unhatched_4,L1_Unhatched_5,L1_Unhatched_6,L1_Hatched_1,L1_Hatched_2,L1_Hatched_3,L1_3hr_2,L1_3hr_3,L1_3hr_4,L1_3hr_6,L1_24hr_1,L1_24hr_2,L1_24hr_3,L1_24hr_4,L1_24hr_5,L1_24hr_6,L2_1,L2_2,L2_3,L2_4,L2_5,L2_6
TMUE_3000011601.2,30,0,0,0,0,0,0,0,0,0,13,0,0,0,26,0,0,28,49,0,0,34,22,0
TMUE_3000011601.3,113,110,91,70,102,29,0,107,0,23,10,0,0,40,13,27,10,9,66,109,15,76,126,30
TMUE_3000011602.1,32,53,185,96,25,24,22,7,0,0,0,19,2,0,28,0,0,8,90,42,66,29,29,64
TMUE_3000011602.2,44,18,118,0,25,0,0,4,0,14,15,0,0,11,11,0,0,4,0,4,15,3,6,26
TMUE_3000011603.1,4,0,8,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,0
TMUE_3000011604.1,240,95,774,127,75,45,32,32,0,28,24,0,5,38,32,12,24,36,100,48,246,51,41,199
TMUE_3000011605.1,323,182,180,212,161,125,2,117,4,62,77,12,35,88,74,38,11,48,108,102,7,133,160,4
TMUE_3000011606.1,2,0,44,8,6,0,2,2,0,0,0,0,0,5,1,0,0,0,0,0,10,0,3,18
TMUE_3000011607.1,13,5,10,13,7,4,1,6,0,1,5,2,2,2,6,2,1,5,21,14,2,13,7,2
TMUE_3000011608.1,18,2,10,15,8,3,0,6,0,1,7,2,2,5,5,3,1,9,21,21,0,12,15,1
TMUE_3000011609.1,0,100,60,0,0,43,0,0,0,2,32,0,20,0,0,0,0,6,42,61,0,0,0,21
TMUE_3000011609.2,250,161,214,262,127,41,17,134,33,75,26,7,21,137,108,20,20,84,139,66,0,163,249,19
TMUE_3000011610.1,126,37,74,62,24,34,8,33,2,13,20,0,8,24,18,6,2,8,38,30,58,32,48,34
TMUE_3000011611.1,0,0,0,0,0,12,0,6,22,0,0,0,0,0,7,30,0,49,102,73,7,22,209,8
TMUE_3000011611.2,36,2,51,109,0,0,0,0,0,14,0,14,0,38,92,0,12,0,344,364,323,278,208,144
TMUE_3000011612.1,14,8,4,1,2,1,2,1,2,4,0,0,0,6,2,0,0,0,1,3,8,8,8,6
TMUE_3000011613.1,14,19,43,0,17,14,4,14,19,166,240,76,23,379,280,32,0,0,698,694,259,402,481,203
TMUE_3000011614.1,91,55,64,66,48,40,0,29,57,0,21,0,31,51,35,0,6,25,20,14,9,13,4,0
TMUE_3000011615.1,1069,876,597,1448,386,286,9,399,123,508,963,280,243,724,726,288,124,506,157,336,47,432,292,45
TMUE_3000011616.1,52,43,23,53,27,0,1,4,0,12,9,2,13,52,40,8,8,43,73,72,18,63,137,15
TMUE_3000011617.1,0,26,7,3,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,17,3,0,2
TMUE_3000011618.1,7,97,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,27,6,5,4
TMUE_3000011619.1,581,428,1948,433,261,145,115,473,65,78,120,75,203,204,326,157,101,190,1474,852,927,363,496,885
TMUE_3000011620.1,60,35,110,19,1,9,4,3,14,0,10,1,1,0,10,0,0,1,8,6,14,7,17,12
TMUE_3000011621.1,499,258,397,445,407,261,12,204,18,103,88,9,36,164,308,90,35,145,777,629,78,413,599,92
TMUE_3000011622.1,2143,1230,789,1340,1028,769,62,620,46,88,168,64,8,11,48,20,12,49,28,110,86,91,199,64
TMUE_3000011623.1,0,6,1705,9,15,8,46,4,29,10,6,0,13,7,2,65,21,3,14,9,294,0,12,360
TMUE_3000011625.1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TMUE_3000011626.1,455,169,151,212,119,135,0,150,65,27,76,39,1,36,96,30,12,52,294,220,9,112,192,10
TMUE_3000011627.1,277,181,172,151,119,48,7,32,0,11,22,0,0,14,19,6,3,30,138,221,122,194,336,139
TMUE_3000011628.1,370,180,114,423,189,80,5,223,1,23,44,25,30,57,85,42,15,56,232,202,16,150,94,18
TMUE_3000011629.1,8,7,45,51,16,11,0,4,0,1,4,2,1,2,2,2,1,2,17,27,3,20,33,5
TMUE_3000011630.1,718,318,414,563,270,181,12,290,11,84,90,12,74,142,191,46,28,157,1064,959,36,527,600,53
TMUE_3000011631.1,68,31,71,102,35,22,1,23,13,13,25,0,11,18,32,8,3,19,8,9,4,7,7,4
TMUE_3000011632.1,110,37,205,81,33,20,20,18,0,4,35,1,0,12,22,2,2,18,0,1,61,2,1,25
TMUE_3000011633.1,424,293,379,185,105,148,23,78,7,34,97,4,52,88,95,20,11,92,119,83,74,70,161,67
TMUE_3000011634.1,630,387,273,428,207,284,0,143,1,67,71,20,60,143,183,49,32,134,286,359,6,483,527,11
TMUE_3000011634.2,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
TMUE_3000011634.3,94,119,374,79,392,4,215,58,6,5,3,3,0,4,16,13,17,12,20,255,727,8,111,690
TMUE_3000011635.1,41,22,438,62,20,3,36,1,1,7,11,2,0,14,12,15,0,6,12,16,76,11,24,82
TMUE_3000011636.1,63,16,53,23,16,31,5,10,0,1,1,0,0,6,11,0,6,2,10,16,14,30,19,22
TMUE_3000011637.1,128,96,228,144,59,57,2,89,25,14,69,23,58,52,24,39,14,31,533,343,30,109,191,18
TMUE_3000011638.1,91,24,68,40,19,15,1,19,6,12,7,0,7,26,33,3,7,39,49,46,28,61,103,15
TMUE_3000011639.1,1149,1383,1358,505,670,371,63,224,105,119,68,13,3,87,153,17,28,144,155,244,236,265,286,163
TMUE_3000011640.1,433,353,315,402,291,149,9,280,3,102,117,22,75,248,223,69,26,190,457,417,57,305,423,44
TMUE_3000011641.1,438,564,1847,451,401,132,105,160,19,58,102,29,50,68,105,25,35,67,244,168,290,128,204,335
TMUE_3000011642.1,107,50,131,166,81,35,8,37,0,10,5,9,0,0,18,1,3,7,33,22,16,18,28,21
TMUE_3000011643.1,52,46,37,22,9,23,2,21,0,0,4,0,0,4,25,6,3,12,28,19,1,19,29,4
TMUE_3000011644.1,2,1,2,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,1,0,4,0,2,2
TMUE_3000011645.1,8,3,15,9,2,3,1,6,0,0,1,0,0,1,8,0,1,2,20,8,3,10,13,3
TMUE_3000011646.1,69,20,40,41,42,14,1,30,3,8,19,4,2,5,30,7,0,13,93,62,4,34,74,2
TMUE_3000011647.1,478,258,341,354,216,119,13,161,61,60,87,3,29,109,88,27,6,43,227,177,44,138,140,42
TMUE_3000011648.1,175,110,128,53,37,29,2,37,0,8,3,0,0,26,15,0,2,8,42,23,40,28,25,21
TMUE_3000011649.1,0,3,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,11,13,3,30,14,2
TMUE_3000011650.1,1,0,30,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,13
TMUE_3000011651.1,105,54,79,99,47,11,6,9,6,14,31,10,3,22,18,5,5,23,39,62,10,97,117,27
TMUE_3000011652.1,274,152,325,369,140,130,30,215,15,54,87,18,92,192,187,113,56,215,933,1409,412,849,769,550
TMUE_3000011653.1,367,261,204,390,129,129,9,179,61,64,99,27,57,91,137,47,14,117,828,697,45,623,397,43
TMUE_3000011654.1,285,138,235,259,185,78,3,119,11,33,19,3,6,23,36,7,11,25,242,179,15,114,112,6
TMUE_3000011655.1,3,6,73,6,0,6,0,7,0,0,2,0,24,0,0,0,0,13,14,23,27,10,23,20
TMUE_3000011656.1,64,13,28,29,9,8,0,6,0,1,2,0,0,4,0,0,2,0,3,2,1,4,3,10
TMUE_3000011657.1,1,3,115,9,9,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,1,2,0
TMUE_3000011658.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,2,7,3
TMUE_3000011659.1,25,12,63,22,13,5,74,1,1,0,2,2,0,6,5,3,3,2,20,12,442,16,27,224
TMUE_3000011660.1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_3000011661.1,0,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_3000011662.1,4,25,35,9,7,0,0,2,3,0,0,1,0,0,1,0,0,1,1,1,2,0,1,5
TMUE_3000011663.1,6,6,28,24,6,12,0,17,5,1,14,1,1,0,1,5,2,1,4,6,1,1,6,5
TMUE_3000011664.1,441,397,1709,291,199,173,89,77,34,94,69,13,31,105,178,52,52,97,289,205,420,161,315,507
TMUE_3000011665.1,7,4,4,28,7,8,0,6,0,1,0,3,0,1,0,0,0,1,451,637,42,474,202,52
TMUE_3000011666.1,56,66,129,53,67,25,7,46,5,6,6,1,2,9,20,10,1,8,46,77,64,47,66,60
TMUE_3000011667.1,77,79,80,109,42,39,8,83,6,8,5,4,0,16,20,7,4,14,89,70,5,53,77,9
TMUE_3000011668.1,15,10,32,6,3,12,1,8,0,0,0,0,9,0,1,2,0,5,11,10,10,9,9,11
TMUE_3000011669.1,35,31,44,54,22,0,40,15,0,0,16,14,0,0,13,10,5,20,29,0,0,0,0,0
TMUE_3000011669.2,26,0,174,42,10,13,0,0,6,18,30,0,0,0,0,0,0,0,18,0,24,57,39,12
TMUE_3000011669.3,73,168,156,218,532,172,59,228,35,57,115,15,20,14,40,23,6,73,25,25,39,43,42,48
TMUE_3000011669.4,58,0,0,0,0,0,0,0,0,0,0,15,0,29,0,0,0,0,15,78,0,0,32,2
TMUE_3000011670.1,2,1,34,2,1,4,1,0,0,1,2,3,0,7,0,0,2,1,3,7,14,12,10,19
TMUE_3000011671.1,793,458,1799,387,187,122,57,149,69,126,69,3,12,89,65,29,23,56,115,57,158,89,94,137
TMUE_3000011672.1,1618,1244,1521,1067,856,516,65,647,169,410,351,53,150,478,717,263,72,402,871,689,189,411,771,151
TMUE_3000011673.1,1357,829,803,765,482,276,36,495,73,92,185,55,46,150,181,110,35,109,463,299,188,257,389,187
TMUE_3000011674.1,68,23,547,122,172,25,31,57,17,15,11,20,2,4,10,13,18,11,99,45,105,34,39,81
TMUE_3000011675.1,2717,1506,1147,2547,1121,1000,56,1183,151,203,368,94,127,320,298,130,56,232,601,659,39,742,592,40
TMUE_3000011676.1,5772,3354,3472,4272,2975,1962,164,2871,340,291,665,192,114,401,305,187,68,321,1067,1067,493,984,768,708
TMUE_3000011677.1,918,483,383,204,103,200,28,18,1,75,39,6,0,104,207,17,4,147,2,56,418,112,300,221
TMUE_3000011678.1,458,234,232,305,150,128,9,143,28,54,25,7,19,88,73,21,12,50,178,152,75,136,139,46
TMUE_3000011679.1,639,297,1176,465,208,142,51,139,49,39,74,11,71,137,123,58,18,82,80,99,41,77,80,31
TMUE_3000011680.1,3829,1168,1895,2570,537,819,675,557,518,1297,2689,519,1261,5109,5485,1110,640,3306,571,719,278,1017,780,209
TMUE_3000011681.1,346,110,322,259,161,101,13,94,53,213,249,15,56,144,206,32,32,116,120,97,18,91,123,11
TMUE_3000011682.1,34,77,99,30,12,9,4,6,5,7,12,1,14,23,12,7,7,10,321,288,236,159,198,224
TMUE_3000011683.1,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,11,0
TMUE_3000011683.2,438,215,286,327,161,102,13,253,2,39,63,17,45,47,74,42,8,35,338,233,41,132,155,54
TMUE_3000011685.1,637,719,390,666,626,169,34,136,125,265,331,19,52,420,441,61,38,443,129,553,55,477,545,35
TMUE_3000011685.2,95,180,116,158,72,31,1,77,14,0,57,0,26,58,18,0,0,16,0,11,0,22,148,7
TMUE_3000011686.1,20,0,0,0,0,0,9,0,0,9,14,3,2,44,0,0,6,19,26,10,0,32,0,0
TMUE_3000011686.2,0,20,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_3000011686.3,62,34,169,49,35,38,0,9,0,0,0,0,0,0,42,8,0,0,0,23,55,0,26,40
TMUE_3000011687.1,0,0,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1
TMUE_3000011688.1,54,14,10,36,2,9,0,8,0,5,6,0,4,11,10,0,5,33,107,564,74,419,588,84
TMUE_3000011689.1,112,16,129,36,18,10,18,7,8,50,20,11,14,154,81,11,11,127,30,341,805,287,492,555
TMUE_3000011689.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,55
TMUE_3000011689.3,96,424,203,317,820,71,15,135,29,11,35,3,3,19,28,2,5,129,34,137,461,36,87,363
TMUE_3000011690.1,490,438,1526,528,682,143,72,182,36,103,115,8,38,125,139,41,21,117,162,176,482,117,243,361
TMUE_3000011691.1,8,3,19,5,9,4,1,1,0,0,1,1,2,3,2,1,0,0,17,8,12,6,1,9
TMUE_3000011692.1,406,211,287,254,146,140,4,214,41,47,54,10,7,51,46,28,19,54,137,88,13,74,59,5
TMUE_3000011693.1,143,109,335,100,90,0,0,36,31,0,45,0,20,74,22,0,18,28,27,30,17,10,109,0
TMUE_3000011693.2,735,465,2083,228,249,192,204,131,107,132,86,47,0,168,207,68,34,118,273,247,977,205,366,935
TMUE_3000011694.1,95,24,48,158,0,19,5,8,0,9,0,0,0,0,0,0,0,9,2,3,0,1,0,0
TMUE_3000011694.2,73,19,22,65,22,0,6,6,7,0,9,0,0,10,10,6,2,0,0,1,1,0,1,2
TMUE_3000011695.1,6,4,6,15,0,2,0,2,0,1,1,0,0,2,0,0,0,1,1,0,3,3,0,0
TMUE_3000011696.1,1,1,15,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
TMUE_3000011697.1,479,245,476,147,69,83,19,21,0,35,25,1,0,76,81,3,7,72,11,26,47,31,27,55
TMUE_3000011698.1,597,258,523,449,178,140,17,88,24,53,73,16,19,169,200,38,23,140,153,261,175,411,535,164
TMUE_3000011699.1,30,7,101,33,9,7,1,6,0,4,6,2,3,5,7,3,4,10,91,62,46,34,19,22
TMUE_3000011701.1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_3000011702.1,562,370,303,342,214,147,23,179,3,60,83,32,69,150,95,45,22,93,382,235,99,245,318,121
TMUE_3000011703.1,54,31,24,125,40,23,5,37,3,20,36,20,10,37,29,28,6,37,83,84,6,66,44,9
TMUE_3000011703.2,0,5,69,0,0,8,0,9,4,22,10,0,0,25,0,50,0,11,35,17,197,29,0,161
TMUE_3000011704.1,2,4,11,0,6,0,2,0,2,1,0,0,0,0,1,4,0,0,0,0,6,0,8,4
TMUE_3000011705.1,0,5,26,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,18,9,0,8
TMUE_3000011706.1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2
TMUE_3000011707.1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
TMUE_3000011708.1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
TMUE_3000011709.1,188,87,68,97,48,24,0,32,24,35,36,6,13,22,60,8,3,13,121,133,24,71,127,19
TMUE_3000011710.1,278,151,223,149,88,56,8,122,7,33,18,0,33,56,82,19,10,24,346,205,17,133,192,18
TMUE_3000011711.1,108,58,65,131,65,24,4,45,8,5,14,0,24,30,25,13,5,36,91,155,26,153,104,37
TMUE_3000011712.1,76,59,69,84,34,8,2,37,28,5,6,0,0,7,0,0,1,4,1,10,4,4,3,1
TMUE_3000011714.1,22,9,47,51,17,2,2,0,1,6,0,0,3,25,7,3,0,25,125,188,41,128,213,58
TMUE_3000011715.1,38,17,129,116,36,19,11,34,8,2,7,2,0,0,1,0,0,8,105,126,121,66,145,146
TMUE_3000011716.1,903,672,399,1304,454,328,9,488,92,226,582,135,663,1327,1086,719,290,923,3915,5467,176,5479,2527,235
TMUE_3000011717.1,328,243,216,318,141,160,8,228,45,33,44,23,4,40,30,14,4,39,190,145,4,105,100,5
TMUE_3000011717.2,9,0,4,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0
TMUE_3000011718.1,684,417,289,395,187,195,10,268,25,61,102,8,49,58,76,33,24,59,483,333,23,275,297,27
TMUE_3000011719.1,511,272,373,339,139,135,17,223,28,74,144,32,26,99,52,33,11,69,191,180,101,171,116,117
TMUE_3000011719.2,334,209,151,300,134,80,6,136,95,35,50,19,0,8,5,6,0,4,93,80,0,54,46,0
TMUE_3000011720.1,185,100,139,156,70,45,6,74,26,21,32,23,48,92,217,78,29,143,298,219,45,171,142,61
TMUE_3000011721.1,340,249,2615,294,247,54,126,64,38,61,53,15,26,109,80,47,22,69,169,138,704,88,188,667
TMUE_3000011722.1,310,161,175,199,125,94,5,105,70,23,48,11,39,87,114,97,26,79,575,327,36,312,322,29
TMUE_3000011724.1,259,197,401,221,101,63,9,156,20,27,24,27,12,27,36,29,19,44,238,146,133,47,103,130
TMUE_3000011725.1,593,303,354,785,243,170,13,283,31,61,91,39,27,197,139,80,35,101,970,930,148,766,569,130
TMUE_3000011726.1,76,58,135,26,21,13,10,32,17,21,7,5,17,14,13,9,3,27,39,37,80,21,38,76
TMUE_3000011727.1,302,144,164,209,122,42,9,115,0,66,24,12,14,53,59,38,10,67,217,189,85,148,245,65
TMUE_3000011728.1,13,41,32,23,0,10,1,0,0,8,2,2,0,0,8,6,0,14,18,23,13,26,28,6
TMUE_3000011729.1,0,8,0,0,0,7,0,16,4,21,22,11,0,0,0,0,3,0,0,2,0,1,7,0
TMUE_3000011730.1,134,109,79,67,48,10,11,10,0,19,14,18,3,20,23,1,2,7,76,460,647,641,739,370
TMUE_3000011731.1,2,0,8,8,1,0,1,2,2,3,0,5,0,24,1,0,0,0,316,1184,764,1914,1646,745
TMUE_3000011732.1,8,13,27,8,11,1,1,1,2,7,2,74,4,35,28,13,1,14,1858,3161,2313,4645,3729,1825
TMUE_3000011733.1,16,20,73,6,21,6,0,1,0,10,6,0,0,5,1,2,0,7,7,1,16,9,3,15
TMUE_3000011735.1,3,0,13,4,4,0,0,2,1,10,19,4,21,79,102,36,20,85,586,892,47,761,898,43
TMUE_3000011736.1,64,29,98,43,38,26,17,35,0,16,16,12,0,28,23,4,3,14,5,2,3,5,16,6
TMUE_3000011737.1,74,31,79,42,32,16,0,28,3,15,25,8,2,8,14,17,5,13,26,27,15,43,73,5
TMUE_3000011738.1,61,84,611,84,51,14,68,10,14,28,26,8,9,30,57,24,5,60,34,48,401,37,58,269
TMUE_3000011739.1,320,138,207,208,119,61,2,74,12,34,85,46,4,59,65,25,19,72,104,183,58,135,220,83
TMUE_3000011740.1,2720,1375,1132,1761,1307,754,50,765,148,174,229,64,51,177,199,49,37,133,349,511,160,547,842,135
TMUE_3000011742.1,52,38,93,102,53,3,2,4,0,8,9,0,2,14,38,1,0,67,39,127,121,132,192,71
