"","L1_Hatched_1","L1_Hatched_2","L1_Hatched_3","L1_Unhatched_2","L1_Unhatched_3","L1_Unhatched_4","L1_Unhatched_5","L1_Unhatched_6","L1_3hr_2","L1_3hr_3","L1_3hr_4","L1_3hr_6","L1_24hr_1","L1_24hr_2","L1_24hr_3","L1_24hr_4","L1_24hr_5","L1_24hr_6","L2_1","L2_2","L2_3","L2_4","L2_5","L2_6"
"TMUE_0000000147.1",58.1452,34.2014,31.6302,309.923,122.021,628.828,340.6,131.036,16.2363,155.073,119.958,11.4181,15.3714,187.697,175.428,38.5914,13.3721,126.977,113.551,57.6937,121.525,106.851,184.282,75.3222
"TMUE_0000000148.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0.559774,0,0,0,0,0,1.38466,1,0,1,0
"TMUE_0000000149.1",8.8,0.666667,0,8.5,0.833333,29.6408,12.3511,2,0.666667,0.333333,0,1,0.333333,0,4.25,0.333333,3,0,0,0,51.4877,12,0,29.9312
"TMUE_0000000150.1",107.609,22,105.482,194.028,105.958,247.767,210.316,104.229,0,67.2555,83.6931,19.2927,30.5486,84.4946,136.416,24.1579,32,95.6227,365.221,271.335,139.002,192.533,345.498,193.579
"TMUE_0000000150.2",3.97069,0,0,0,0,0,0,0,18.4703,0,0,1.47806,0,47.8368,0,0,0,0,0,0,0,22.2576,0.0594456,0
"TMUE_0000000150.3",2.99286e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217055,0,0,0,0,0
"TMUE_0000000151.1",575.768,73,434.074,1540.99,892.455,991.016,742.031,808.202,49.7082,249.666,213.601,3.62315e-08,181.527,774.748,1063.47,162.909,99.0238,726.549,1402.05,1589.9,325.246,1191.33,2206.34,387.779
"TMUE_0000000151.2",0,0,0,27.8487,18.7878,0.113728,42.6091,0,0,11.829,18.5743,9.33195,0,40.6247,29.9396,0,0,10.218,21.8837,49.8096,0,39.7698,34.0615,0
"TMUE_0000000151.3",74.3038,0,0,0,0,17.6069,0,0,0.000479634,0,0,6.06066,3.70204,0.0062746,0,0,0,0,0,0,0,6.892e-08,5.37583e-08,1.82439e-06
"TMUE_0000000151.4",9.45159,0,0,0,19.3675,66.8008,0,12.4236,0,0,0,0,0,0,0,0,0,0,0,0,49.9232,40.5328,36.0866,10.0245
"TMUE_0000000152.1",82.3462,6.48012,25.8169,346.437,125.881,218.548,77.6726,46.9971,76.4213,64.5059,13.1678,4.53439,17.8147,156.714,152.553,34.6951,6.23175,115.827,100.215,90.5687,64.1504,79.4538,205.75,81.4149
"TMUE_0000000153.1",0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5
"TMUE_0000000154.1",0,1.16377,0,3.75407,0,0,4.59317,0,4.67791,0,0,0,0,0,1.2183,0,0,0,3.4695,1.08436,15.5248,0,6.42751,11.2838
"TMUE_0000000155.1",90.5753,91.5959,55.6256,550.911,169.488,1631.95,303.709,238.687,6.20474,41.1071,29.3289,11,15.9088,47.531,60.5938,0,21.5882,27.53,20.1467,30.5365,249.82,67.9268,61.5395,242.479
"TMUE_0000000156.1",112.598,0,39.3836,495.215,241.952,154.928,224.44,65.8055,35.2102,15.5945,61.9605,2.41241e-08,13.6719,241.786,272.883,23.5725,28.1858,131.319,206.811,381.1,24.4516,494.848,398.883,43.4252
"TMUE_0000000157.1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
"TMUE_0000000158.1",1,0,0,2,0,3,4,0,0,0,1,0,0,1,2,2,0,0,2,3,4,2,1,0
"TMUE_0000000159.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.55055,0,0,3.0163,0,0,1.0596,0,10.0392,1.05441
"TMUE_0000000160.1",13.0066,3,26,34.0101,34.0069,139,75.0185,37,7.02211,7,17,3,1,9,24,12.8463,6,18,54.0023,52,64,34.0161,41,48
"TMUE_0000000161.1",0.333333,0,1.33333,4.66667,1,5.33333,8.66667,3.33333,0,1.33333,1.57313,1,0.333333,0.333333,0.666667,0.333333,0,3.33333,1.66667,2.66667,1,0.666667,1,0
"TMUE_0000000162.1",29,13,37,133.5,125,111.5,92,29.5,42,34.5,8.5,3.5,26,47,53,19.5,14,38,100,68,46,56.5,77,54.5
"TMUE_0000000163.1",24,5,5,42,20,184.911,118,74.323,3,20,48,3,21,32,37,7,4,30,33,39,53,33,55,34
"TMUE_0000000164.1",0,0,0,10.6792,10.4809,5.27069,0,15.2863,0,12.3448,2.62491,0,0,4.2736,8.66125,3.63761,0,0,0,0,0,0,3.54873,0
"TMUE_0000000165.1",34.4244,9,20.5487,122.415,53.3221,109.866,70.9086,49.4703,3,17.0906,25.1582,6,18,32.6743,49.9751,9.55597,6,35.5575,26.7055,60.4536,55.0688,83.989,131.062,42.3594
"TMUE_0000000166.1",94.5,9.5,329.727,466.667,310.545,130.5,195.364,148.714,29,41,93,12,21,104.167,96,77,11,117.75,385.622,294.409,50,263.25,440,34
"TMUE_0000000167.1",29,2.5,87.5,147,79.5,67,130,44,1,15.5,25,14.5,14.5,32.5,17,12,4.5,24,75.5,102,32.5,97,83.5,29
"TMUE_0000000168.1",0,0,0,0,0.0106763,0,0.0569063,0,0,0,0,0.16374,0,0.0331879,0,0,0,0,0,0,0,0,0,6.90016e-06
"TMUE_0000000169.1",0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0.544759,3.46315,0,1.59297,0,0
"TMUE_0000000170.1",2,0,0,7.5,1.5,42,3,6.5,0,0,1,0,0,0,0,0.5,0,1,1.5,2,37,2,5,36.5
"TMUE_0000000171.1",0,0,0.5,0.5,0,4.5,0,0.5,0,0,1.5,0,0,2.5,2.5,0,1.5,1.5,2.5,2.5,0,2,0.5,0
"TMUE_0000000172.1",0,0,1,2,0.5,1,4,10,0,0,0,0,0,0,0,0,0,0,2.5,1.5,0.5,4,1,0
"TMUE_0000000173.1",0,0,2.16367,0,0,9.79542,6.67844,1.67794,0,0,0,0,0,1.32884,0,0,0,0,0,0,0,0,0,0
"TMUE_0000000174.1",0,0,0,0,2.5,18.3485,0.5,0,0,0,0,0,0,0,0.155775,0,0,1,2.91293,0,21.4354,1.9164,1,9.08104
"TMUE_0000000175.1",2,0,0.733521,1.62773,2.65784,10.9421,3.22147,0.736228,0.31929,0.5,1,0.5,1,0.0475529,1.04205,0.710054,0,4.61684,7.47992,2.72541,5.6925,6.73329,6.94585,3.25323
"TMUE_0000000176.1",0,1.79158,0,0,0,2.84343,0,0,0,0,0,1,0,5,0,0,0,1,1.47492,2,19.9264,1,0,15.9377
"TMUE_0000000177.1",0,0,0,0,0,16.7809,0,0,0,2.36112,1.70982,0,0,0,0.531004,0,1.21895,0,0,0,9.71759,2.62106,1.69705,2.84106
"TMUE_0000000178.1",46.5,3,68,153.5,81.5,74,185,66,4,12,27,9,18,21.5,31.5,13.5,7,26,123.5,121.5,7,132,106.5,20.5
"TMUE_0000000179.1",112.5,30,241.5,509.5,483.5,650,324,350.5,44,154,121,40.5,38.5,141.5,233,60,30.5,140.5,316,217,183.5,147.5,290.5,154.5
"TMUE_0000000180.1",1.5,2,2,4,1,14,6,3,5,0.5,3.5,0.5,0,0,4,1,0.5,3.5,4,3.5,6.5,5,0,4
"TMUE_0000000181.1",0,0,0,0,0,9.5,0.5,0.5,0,0,1.5,0,0,0.5,0,0,0,1.5,0.5,0.5,1,0,0,0.5
"TMUE_0000000182.1",22,3,32,71.5,39.5,51.5,98,26,7.5,18,20.5,1.5,4,25,29,18,5.5,31.5,115.5,122.5,17.5,101,101,17
"TMUE_0000000183.1",19.5,0.5,21,61.5,32.5,41.5,41.5,16.5,1,2,15.5,0.5,6,12.5,8,7,3.5,11,46.5,71,38,138,105,28
"TMUE_0000000184.1",45.5,2,50,129.5,60,92.5,83,66.5,20.5,22.5,37,4.5,18,55,76.5,34,10,51.5,113.5,112,35.5,102,151.5,32
"TMUE_0000000185.1",11,0.5,5,22,21,28,35.5,11.5,4,9,0.5,3,2,6.5,12,2.5,2,16.5,5,12,11,14.5,15.5,8.5
"TMUE_0000000186.1",126,9,104,469.5,285.5,285.5,252.5,172.5,41,53.5,78.5,9.5,12,99.5,124,32,15.5,85,121.5,128.5,39,109.5,165.5,28.5
"TMUE_0000000187.1",8,4,5,74,16,40,51,11,3.5,5,1.5,4.5,0,5.5,6.5,2,0,4.5,1,0,1,2.5,3,0.5
"TMUE_0000000188.1",0,2.01571,0,5.94716,7.12976,3.13689,0.5,0,0,0,0,0.67884,0,3.16804,0,0,0,0.5,0,2.79211,5.03597,2.7268,2.71272,0
"TMUE_0000000189.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"TMUE_0000000190.1",0,0.00498222,0,0,0,248.592,0,21.693,13.4241,16.9668,0,0,0,0,3.92231,0,16.0207,0,0,0,32.2559,0,0,0
"TMUE_0000000191.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.10671,1,3,1,0,1
"TMUE_0000000192.1",0,0,2,2.06663,2,6.18254,9.4894,4.18494,0,0,2.4149,0,0,0,4.76566,4.9739,2,0,1.49925,2.15773,13.3682,1.86353,15.9089,1.2356
"TMUE_0000000193.1",0,0,0,0.284685,0,18.6334,0,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,3.48155,1.88603
"TMUE_0000000194.1",0,0,2.5,9.28571,15,14.6667,36,13,0,2,4,4,7,1,1,7,0,0,0.5,3,1,7,7,0.5
"TMUE_0000000195.1",59.1742,0,126.797,454.658,266.5,42.6468,173.529,118.225,46,50.8209,49.915,0,37,140.538,162.072,15.9996,17,62.7489,194.928,190.465,1.2958e-05,140.258,221.527,12.1948
"TMUE_0000000196.1",79.8,0,9.33333,275.25,215.413,105.666,156.754,80.3922,9,67.8571,41.9375,7,0.5,198.276,164.694,9,5.57143,99.9811,19.7143,120.507,19.125,199.605,206.487,22.95
"TMUE_0000000197.1",1.4916,0,0,3.12316,3.7305,8.09685,5,0,2,0,0,0,0,0,2.91834,0,0,0,0,2,5.00221,3.35308,0,4.61693e-07
"TMUE_0000000198.1",35.4286,4.5,1.5,133.364,80,68.4444,7.33333,17.5,1.5,4,2,0,6,15,9,8,1,7.5,8,11,47,22.8,28.875,49
"TMUE_0000000199.1",325.977,28.6667,185.111,1018.21,434.667,626.502,495.88,233.961,37,39.7273,45.125,23,14.5,96.9231,121.552,32.1579,31,79.2222,76.2162,192.661,126.609,245.778,260.994,135.443
"TMUE_0000000200.1",102.49,2.66667,197.535,266.897,238.039,169.231,450.937,138.797,31.7692,107.161,276.436,45.5,110.793,220.642,258.328,115.605,43.8,199.576,247.068,463.498,44,429.333,303.993,34.1176
"TMUE_0000000201.1",0,0,0,0,0.591842,0,0,1.26972,0,0,0,0,0,0,0,0,0,0,0,0,2.01793,0,0,0
"TMUE_0000000202.1",209.82,16,363.631,886.185,745.5,506.398,789.232,704.679,75.7875,216.894,192.174,50,26.5692,176.225,131.359,99.6719,28,194.232,396.591,372.455,49.246,267.699,494.257,61.2754
"TMUE_0000000203.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_0000000204.1",0,0,0,0,0.932251,45.2815,0,0,0,0,0,0,0,0,0,0,0,0,2.40121,0,0,0,0,0
"TMUE_0000000205.1",0,0,0,0,0,0,0,0,11.1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_0000000206.1",201.03,9.29897,133.65,460.405,312.334,314.161,338.581,287.298,4.93653,96.6572,128.154,35.4433,46.3298,301.989,313.368,72.0578,56.1712,268.962,710.79,936.726,184.615,881.63,1634.04,143.593
"TMUE_0000000207.1",90,4.5,219,213,132,76,288.5,64,37,59,169.5,47,54,112.5,110.5,74,24,118,384,551.5,7.5,595,284,9
"TMUE_0000000208.1",47.8384,0,85,287.27,187.491,143.582,146.534,78.8485,0,43.9281,28,2,0,106.253,128,0,0,71,272.065,281.668,44.3463,154.399,334.226,77.79
"TMUE_0000000209.1",22,0,18,103,41,55,41.602,162.546,0,17,24,0,2.39851,37,24,23,3,30,43.6395,160.575,8,66,173,19
"TMUE_0000000210.1",53.7446,33.4403,54.7062,201.957,143.735,199.797,141.408,77.9627,9.95898,51.2506,64.5402,2,25.3068,105.116,125.884,24.5947,21.0432,119.599,153.044,186.152,127.897,189.997,247.208,144.069
"TMUE_0000000211.1",85.633,11,18,307.801,118.063,154.979,52.1379,77.2542,0,37,29,2,0,122.387,113.452,8,13,84.0909,16.2945,69.6429,97.75,130.477,219.78,73.7917
"TMUE_0000000212.1",117.957,14.5455,9.81818,493.907,99.6279,222.079,206.073,65.7647,3,46,21,3,2,101.719,57.4762,3,3,51.625,2,24,58.4375,52,57,46.6471
"TMUE_0000000213.1",44,6,14,241.5,92.5,109,82.5,48,6.5,28.5,19.5,1,7,72,148,14.5,13,75,106.5,127,77.5,132.5,245.5,61.5
"TMUE_0000000214.1",85,26,66.5,137,45.5,182,73,35.5,21,11,59.5,9,17,48.5,30.5,13.5,16,24,13.5,7,11,4.5,10.5,10.5
"TMUE_0000000215.1",0,0,0,0,0,0,0,0,0,1.5,0,0,0,1,0,0,0.5,0,0,0,0,0,1,0
"TMUE_0000000216.1",0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
"TMUE_0000000217.1",0,0,0,0,0.818614,0,4.04282,0,0,0,0,7.67252,0,2.17903,0,0,0,0,0,0,0,0,0,0.00060697
"TMUE_0000000218.1",0,0,1.12082,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,93.8105
"TMUE_0000000219.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44469,0,0,0,0,0,0
"TMUE_0000000220.1",5.23021,0,0,3.64404,0,0,7.95128,0,0,0,2,0,0,0,0,0,0.187086,4.95937,1.73026,19.2971,0,31.2489,27.6156,0
"TMUE_0000000221.1",0.5,0,0,2,0,9.5,1,0.5,0,0,1.5,0,0,4,0,0,0,0.5,7,0,13,0,14.5,13
"TMUE_0000000222.1",0,0,0.5,0,1,25.3593,6.24614,5.73823,0,0,0.5,0,0,0,0,0,0,1.5,1.5,1,4.5,1,0,3.0234
"TMUE_0000000223.1",0,0,0,0.5,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1.5,0.5
"TMUE_0000000224.1",0.5,0,0.5,0.5,0.5,1.5,3.5,1.5,0,0,0,0,0,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0
"TMUE_0000000225.1",1,0,2.5,7,4.5,4.5,14.5,0.5,0,0,1,0,0,0.5,2,0,0,2,0,2,1,4.7887,1,0
"TMUE_0000000226.1",2,0,1,0.5,1,27,15,8.43858,1,1,1.5,1.5,0,0.5,5.5,0,0,2,1,2.5,8.5,1,3.5,5
"TMUE_0000000227.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0.5,0.5,0,0.5,0.5,0,0,0
"TMUE_0000000228.1",0,0,0,0,1,2.5,2,0,0,2.5,0,0,1.5,5,0,0.5,0,0,0,0.5,3,0,0,0.5
"TMUE_0000000229.1",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.106992,0,0,0
"TMUE_0000000230.1",63,1.5,88.5,252,132,81.5,202.5,82,5.5,36,49,13,18,35.5,48.5,14,3,22,103,82,7.5,72,70.5,9
"TMUE_0000000231.1",2,0.5,0.5,2.15297,3.80932,32.3449,10.6431,2.8531,0,1,0.5,0,1,0.5,3.5,1.5,0.5,2.42356,1.5,4,7.33453,4.5,11.5,10.1488
"TMUE_0000000232.1",24.5,0.5,49,68,61,37.5,133,38,2.5,8,21.5,12.5,20.5,10.5,14.5,18,4.5,10.5,49.5,69,9,56.5,49,9
"TMUE_0000000233.1",0,0,0,0,0,0,4.75455,1.03645,1,0.394601,0,0,0,0.5,0,0.662871,0.630614,0.621563,0,0,0.37122,0.521641,0,1.34009
"TMUE_0000000234.1",104,3,71.5,343,151,159.5,206,83,6.5,67.5,69.5,32.5,31.5,65.5,73,21.5,7.5,63.5,66.5,117.5,24,98.5,131.5,19
"TMUE_0000000235.1",5,11.5,0.5,3.5,2,128,18,10.5,13,3,4.5,0.5,0,4.5,12,1,0.5,0.5,2.5,3,84.5,12.5,15,43
"TMUE_0000000236.1",10,2,6,9.5,12,90,27,21.5,2,6,3.5,0.5,0,5,6,1.5,0.5,6.5,8,6.5,46,10.5,19,27.5
"TMUE_0000000237.1",0,0,0,1,2.5,0.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
"TMUE_0000000238.1",0,0,1,0.5,2,5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMUE_0000000239.1",22.5,5.5,6.5,80.5,40.5,68,60.5,30,1.5,14,17,1.5,9.5,37.5,36,3,5.5,35,9.5,31,6.5,41.5,26,5.5
"TMUE_0000000240.1",44,36,46.5,209.5,120.5,1051,196,125.5,64.5,22.5,51,10.5,22.5,63.5,48.5,26.5,23,42,148,167.5,346.5,126.5,187.5,300
"TMUE_0000000241.1",0,0,1.5,1.5,2.5,7,9,1.5,0,0.5,1,0,0,0,1,0,0,1.5,18.5,8,7.5,11,8,3
"TMUE_0000000242.1",10.9763,3,0,1.54307,1,36.0779,0,0,18,0,0,3.13486,0,7.95222,45.6738,8.47038,4.97391,32.9256,41.2209,83.2441,250.587,98.2434,114.628,259.452
"TMUE_0000000243.1",2,1,2,31,8,112,25,8,1,2,3,0,2,2,5,2,1,1,26,43,58.0596,60.0062,37.2793,51.351
"TMUE_0000000244.1",4,0,8,8,9,26,10,2,0,0,0,0,0,0,0,0,2,0,3,1,9,2,2,6
"TMUE_0000000245.1",0,11,10,2.44529,26,61.7898,112,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,5,3.06212
"TMUE_0000000246.1",0,1,0,1,0,30,1,0,0.5,0,2.5,0,0,2.5,2,0,0,0,0,0.5,5.5,1,2,6.5
"TMUE_0000000247.1",338.5,23,1166.5,721.5,1441.5,357,1124.5,1585.5,42,141.5,259.5,87.5,95,276,239.5,136.5,41,410.5,655.5,1865,71.5,1204,1181.5,110.5
"TMUE_0000000248.1",8.5,0.5,10,28,18,20.5,31,11.5,0.5,5,8,2.5,0,2.5,3.5,0,0,3.5,7,3,2.5,12.5,4.5,1.5
"TMUE_0000000249.1",0,0,0,0,0,0,0,0,0,0,0,0,4.99963,0,0,0,0,0,0,0,10.8478,0,0,0
"TMUE_0000000250.1",48,4,50.5,91.5,85.5,130,55.5,48.5,0.5,5,11.5,1,2.5,12.5,26.5,5,1.5,11.5,33.5,58.5,23.5,44.5,66,18
"TMUE_0000000251.1",46,5.5,28,126,79.5,140.5,67.5,98,0.5,9.5,3,2.5,8.5,15,30.5,6,0.5,11,24.5,34.5,42,36.5,92.5,25
"TMUE_0000000252.1",5.5,1.5,4.5,33,25,32,20,19,0,0.5,7,0.5,0,7,2.5,0.5,1.5,2,11.5,17,5,27,49.5,4
"TMUE_0000000253.1",14.5,3.5,23,146.5,36,121.5,179.5,36.5,8.5,4,9.5,8,11.5,80,50.5,10.5,5.5,58,178.5,202,15.5,140.5,273,27
"TMUE_0000000254.1",16.0065,2.22632e-07,10.3102,58.8096,35.1405,188.9,31.2891,17.6447,0,21.1487,0,0,18.9171,37.8009,28.0118,10.2161,20.6302,19.5906,41.5411,111.681,53.4865,47.2854,93.1847,26.209
"TMUE_0000000255.1",21.1285,0,19.548,80.8078,30.4906,31.4093,80.5074,25.218,3.22052,20.8632,20.114,1,27.4581,53.6114,72.7558,33.773,15,47.8938,116.556,193.179,0,147.404,114.546,8.19153
"TMUE_0000000256.1",44.3343,0,37.3843,75.5339,54.9487,52.0804,81.0991,16.9574,0,14.4153,10.4339,0,0,5.37108,5.02199,0,0,1.61799,25.2628,17.1292,6.69256,12.4045,22.6953,10.0431
"TMUE_0000000257.1",1.49774,6.89697,21.8603,0,0,249.238,3.68848e-07,31.356,0,0.000613021,0,10.5745,0,0,0.0022516,3.57789,0,12.1816,0,0,41.8994,0,0,55.7401
"TMUE_0000000258.1",214.5,22,68.5,1052,516,499,384,277,31.5,132,110.5,2.5,33,231.5,312,19.5,19.5,178.5,102.5,171,95,319.5,516.5,95.5
"TMUE_0000000259.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_0000000260.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TMUE_0000000261.1",0,0,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_0000000262.1",0,0,0,0,6.27377,18.7625,1.72044,0,1.17376,0,0,4.54264,0,0,0,0,2.66208,3.39248,69.6607,559.634,76.629,471.576,361.77,85.9933
"TMUE_0000000263.1",7.93628,0.00281036,0.0016904,44,22,39.0738,82,10.5,0,0.00306333,0,0,5,0,0.00168127,0.5,0.5,6.5,28,54,15.5,56,113.6,0.0103816
"TMUE_0000000264.1",13,2.5,14.5,25,20,60,35.5,29.5,2,0,14.5,3.5,0,11.5,15,6,3,13.5,56,58,8.5,15.5,40.5,9
"TMUE_0000000265.1",30,9.5,7,199.111,45,267.285,82.5,27,0,0,5.5,6,0,0,18,1.5,0.5,13.5,7,5,24.5,0,0,20.5
"TMUE_0000000266.1",79.5,3.5,57.5,382.5,166.5,212.5,192.5,84,21,52.5,46.5,4,9,55.5,69.5,17,10,65,52.5,65.5,42,87.5,122.5,37
"TMUE_0000000267.1",19.5,17,7.5,93,74,134.5,43.5,19.5,12,2,3.5,1.5,5.5,9,16.5,5.5,4.5,16,23.5,23.5,26,22.5,42,22.5
"TMUE_0000000268.1",178.672,86.0676,223.031,519.444,236.968,653.893,432.035,267.926,35.161,49.2659,33.3266,8.81829,20,48.7884,49.8583,30.4695,11.3377,35.2661,147.321,129.95,77.4129,63.6627,141.04,152.843
"TMUE_0000000269.1",28,20,70.5,123,64,361.5,96.5,50,2,13.5,9.5,4,5,25.5,8.5,4,3,17.5,164,102.5,120,79.5,82.5,103.5
"TMUE_0000000270.1",51,12,89.5,150,167.5,169.5,187.5,98.5,9,15.5,13,10.5,4.5,14.5,17.5,12.5,4,20.5,363.5,320.5,52,339.5,191.5,60
"TMUE_0000000271.1",3,4.5,16.5,52,25.5,39.5,38.5,19,10,7.5,11,2.5,11.5,9,12.5,9.5,3.5,16,89,57.5,13,31,60.5,9
"TMUE_0000000272.1",41.5,1,64,134,116.5,86,256,78,6,17,32,11,34.5,66,50,61,11.5,59,198,317,33,309,108,48.5
"TMUE_0000000273.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_0000000274.1",0,1.5,1.5,6.5,2,11,7.5,5,0,0,1,0,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5
"TMUE_0000000275.1",0,0,0,0,3,0,0,1.5,0,0,0,0,0,1,1.5,0,0,0,9.5,14,11.5,12,10,8
"TMUE_0000000276.1",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.5,0.5,0,0
"TMUE_0000000277.1",1,0.5,0,3.59732,1,17.6888,2.5,2.7781,0,0.52434,0,0,0,2,1,0,0,1.5,0.729392,0.5,8.2563,1.5,0.5,5.84058
"TMUE_0000000278.1",0,0,0,1,0.5,39,0.5,0.5,0,0,0,0,0,2,0,0,0,0,0.5,1.5,23.5,0.5,2,16
"TMUE_0000000279.1",1,0,1.07938,3.34188,10.7561,7.94754,6.92759,3.1542,0,0.999999,0,0,0,0.5,2.5,0,0,0,1.66747,2.5652,1.15325,0,0.600468,0.5
"TMUE_0000000280.1",1,3.5,4.5,13.5,3.5,31.5,17.5,4,9,0,1,0,38,164.5,232.5,32.5,20,131.5,126,152,31,118,267.5,21
"TMUE_0000000281.1",0,0,2.45663,13.0075,5.10987,26.7548,10.8013,0,0,6.65833,5.70307,0,0,10.6485,11.1725,0.850235,0.28064,7.95421,21.8025,14.2614,4.18109,24.7848,20.4174,0
"TMUE_0000000282.1",0.5,0,0,0,0,0,0.5,0,0,0,0,0,2,2.5,2,1,0,3.5,3,2,8,2,9.5,13.5
"TMUE_0000000283.1",60.4809,32.6488,49.7732,327.531,216.463,597.909,122.829,128.488,41.0861,45.1878,41.1801,13.4047,2.84362,83.1346,52.3754,23.9007,16.0368,69.3553,232.004,174.609,322.216,85.2845,273.071,144.479
"TMUE_0000000284.1",9.86613,43.4957,0,51.6987,8.92395,153.906,0,6.64043,1.36922,2.13736,1.41339,0,4.6759,0.997211,0,0,2,3.93946,1.14616,0,45.6243,0,0,21.1297
"TMUE_0000000285.1",0,54.623,0,0,0,0.0153977,0,0,0,0.00023275,0,0,0,0,0,1.9823,1,0,0,0,102.427,0,9.95766,13.4701
"TMUE_0000000286.1",14.4125,0,0,0,0,0,0,0,0,0,0,11.0669,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_0000000287.1",196.99,47.5556,36.8054,263.729,142.919,479.955,240.292,206.229,20.4666,82.7467,68.0266,1.23134e-06,0.00997537,93.4316,197.354,54.6393,12.5469,23.118,329.922,177.567,2.04522e-06,112.407,313.349,103.878
"TMUE_0000000288.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22928,0,0,0,0,0,0,0
"TMUE_0000000289.1",51,4,44,131.5,106.5,70.5,156.5,47,10,13.5,20.5,12,13,41,32.5,13,4,24.5,40,97.5,9,93,89.5,16
"TMUE_0000000290.1",100.5,23.5,17.5,366.5,220.5,300,215,147,21,60,69,7.5,17.5,107.5,106.5,17.5,8.5,83,46.5,126.5,208,144.5,318,129.5
"TMUE_0000000291.1",13,0,8.5,23,19,55.5,33.5,24.5,0,4,4.5,0,2,11.5,12,4.5,7,10.5,55,50.5,1,29.5,33,3.5
"TMUE_0000000292.1",1290.5,875,618,3335.5,2610,8743.5,1645.5,1806,432.5,406,620,218,229,790,954,333,344.5,851,1411.5,1862.5,10382,2207.5,3377,7297
"TMUE_0000000293.1",52.5,4.79978,43,207.5,61.9588,144.5,111.488,63,15.4966,60,53.5,1,55.1093,122,159.5,35.5,14,115,287.5,147.5,66.7622,148,175.5,47.3266
"TMUE_0000000294.1",45,5,18.5,135.5,54,70.5,71,31.5,0.5,3.5,7,1.5,4,11.5,7.5,3.5,7,9.5,21,32,10,32,31.5,4
"TMUE_0000000295.1",10.5,9.5,19.5,37,11,15.5,45.5,20.5,0,5,2.5,1.5,19,12,4.5,5,2.5,11,24,44,15.5,56.5,65,32
"TMUE_0000000296.1",9.14684,0.5,10.8675,28.5397,17.512,68.116,17.2516,8.92834,4.21675,1,2.46995,5.46414,1.5,19.013,5.12847,8.08679,4.55085,9.81436,79.3734,48.7846,30.7644,47.8834,34.0904,39.283
"TMUE_0000000297.1",6.5,1.5,15,6.96776,4.5,23.4886,19.5,8.5,2,3,6.5,1,2,0.5,2,1.5,2,1.5,4.5,2.5,2.5,5,1.5,2.5
"TMUE_0000000298.1",0,0.193144,1.19065,11.5116,12.63,36.2609,6.06814,7.49539,0,0,0,0,0,3.62307,1.2435,0.22656,0.257762,0.800712,12.0024,0,0,14.8393,6.99145,0
"TMUE_0000000299.1",50,0,31,61.9063,43.8095,99.3438,35.4545,51.625,0,15.6,18,0,22.5,46.6667,20.5,15,2.5,38.4,34.9333,68.8966,74.25,40.6667,52.1111,73.7647
"TMUE_0000000300.1",0,0,0,0,0,0,0,3.54661,0,0,0,0,0,0,2,0,0,0,0,3.39758,3.34107,0,0,6.68331
